Customer_ID,Count,Quarter,Satisfaction_Score,Customer_Status,Churn_Label,Churn_Value,Churn_Score,CLTV,Churn_Category,Churn_Reason,inter_ID
0196-VULGZ,1,Q3,3,Churned,Yes,1.0,77,5721.0,Other,Deceased,364
0197-PNKNK,1,Q3,3,Stayed,No,0.0,49,5629.0,,,4306
0201-MIBOL,1,Q3,3,Stayed,No,0.0,69,4861.0,,,1071
0201-OAMXR,1,Q3,1,Churned,Yes,1.0,87,4838.0,Dissatisfaction,Network reliability,1400
0203-HHYIJ,1,Q3,3,Churned,Yes,1.0,79,3779.0,Price,Long distance charges,1643
0206-OYVOC,1,Q3,5,Stayed,No,0.0,77,5596.0,,,5012
0206-TBWLC,1,Q3,4,Stayed,No,0.0,67,4488.0,,,2821
0207-MDKNV,1,Q3,1,Churned,Yes,1.0,84,2122.0,Competitor,Competitor made better offer,1313
0208-BPQEJ,1,Q3,3,Stayed,No,0.0,29,3713.0,,,4424
0212-ISBBF,1,Q3,3,Stayed,No,0.0,73,2875.0,,,6368
0214-JHPFW,1,Q3,4,Stayed,No,0.0,42,5640.0,,,2964
0215-BQKGS,1,Q3,4,Stayed,No,0.0,66,5393.0,,,2917
0218-QNVAS,1,Q3,5,Stayed,No,0.0,37,5876.0,,,7013
0219-QAERP,1,Q3,5,Stayed,No,0.0,74,4006.0,,,3994
0219-YTZUE,1,Q3,3,Churned,Yes,1.0,73,4939.0,Competitor,Competitor made better offer,1210
0220-EBGCE,1,Q3,1,Churned,Yes,1.0,67,3273.0,Competitor,Competitor made better offer,2430
0221-NAUXK,1,Q3,5,Stayed,No,0.0,48,3044.0,,,6053
0221-WMXNQ,1,Q3,3,Stayed,No,0.0,40,4033.0,,,495
0222-CNVPT,1,Q3,3,Stayed,No,0.0,67,4865.0,,,617
0224-HJAPT,1,Q3,2,Churned,Yes,1.0,82,2857.0,Competitor,Competitor made better offer,1546
0224-NIJLP,1,Q3,4,Stayed,No,0.0,32,3899.0,,,6493
0224-RLWWD,1,Q3,3,Joined,No,0.0,44,3805.0,,,515
0225-ZORZP,1,Q3,5,Joined,No,0.0,43,5828.0,,,5436
0228-MAUWC,1,Q3,4,Stayed,No,0.0,39,3949.0,,,5369
0229-LFJAF,1,Q3,5,Stayed,No,0.0,32,4262.0,,,3045
0230-UBYPQ,1,Q3,3,Stayed,No,0.0,48,5089.0,,,1098
0230-WEQUW,1,Q3,4,Stayed,No,0.0,77,5500.0,,,2685
0231-LXVAP,1,Q3,3,Churned,Yes,1.0,66,3389.0,Competitor,Competitor made better offer,2261
0233-FTHAV,1,Q3,3,Stayed,No,0.0,49,5687.0,,,4374
0234-TEVTT,1,Q3,3,Stayed,No,0.0,21,5269.0,,,4030
0235-KGSLC,1,Q3,2,Churned,Yes,1.0,86,3967.0,Other,Moved,1615
0236-HFWSV,1,Q3,1,Churned,Yes,1.0,77,5264.0,Competitor,Competitor had better devices,1284
0237-YFUTL,1,Q3,3,Stayed,No,0.0,21,4676.0,,,5015
0238-WHBIQ,1,Q3,3,Stayed,No,0.0,50,4193.0,,,4485
0239-OXEXL,1,Q3,4,Stayed,No,0.0,49,3509.0,,,6363
0244-LGNFY,1,Q3,4,Stayed,No,0.0,75,6342.0,,,4280
0247-SLUJI,1,Q3,5,Joined,No,0.0,43,2004.0,,,4777
0248-IPDFW,1,Q3,4,Joined,No,0.0,57,5617.0,,,3916
0248-PGHBZ,1,Q3,4,Stayed,No,0.0,80,5857.0,,,992
0253-ZTEOB,1,Q3,4,Stayed,No,0.0,50,3246.0,,,4675
0254-FNMCI,1,Q3,4,Stayed,No,0.0,37,5234.0,,,5770
0254-KCJGT,1,Q3,4,Stayed,No,0.0,64,4628.0,,,4265
0254-WWRKD,1,Q3,5,Stayed,No,0.0,51,5122.0,,,6662
0256-LTHVJ,1,Q3,1,Churned,Yes,1.0,91,5201.0,Competitor,Competitor had better devices,1226
0257-KXZGU,1,Q3,3,Stayed,No,0.0,74,5442.0,,,5374
0257-ZESQC,1,Q3,1,Churned,Yes,1.0,91,4517.0,Attitude,Attitude of support person,33
0258-NOKBL,1,Q3,5,Joined,No,0.0,61,5625.0,,,4448
0259-GBZSH,1,Q3,1,Churned,Yes,1.0,73,3878.0,Competitor,Competitor made better offer,1213
0260-ZDLGK,1,Q3,1,Churned,Yes,1.0,65,3585.0,Competitor,Competitor made better offer,1847
0263-FJTQO,1,Q3,4,Stayed,No,0.0,60,4022.0,,,4501
0264-CNITK,1,Q3,3,Stayed,No,0.0,23,5043.0,,,5708
0265-EDXBD,1,Q3,2,Churned,Yes,1.0,69,4105.0,Attitude,Attitude of support person,20
0265-PSUAE,1,Q3,4,Stayed,No,0.0,72,3337.0,,,5560
0266-CLZKZ,1,Q3,5,Stayed,No,0.0,59,6383.0,,,3817
0266-GMEAO,1,Q3,3,Stayed,No,0.0,70,5879.0,,,5130
0268-QKIWO,1,Q3,3,Churned,Yes,1.0,83,2647.0,Attitude,Attitude of support person,1745
0269-XFESX,1,Q3,5,Stayed,No,0.0,30,4031.0,,,6304
0270-THENM,1,Q3,3,Stayed,No,0.0,77,6233.0,,,6902
0274-JKUJR,1,Q3,3,Stayed,No,0.0,76,3332.0,,,3615
0277-BKSQP,1,Q3,4,Stayed,No,0.0,62,4854.0,,,5810
0277-ORXQS,1,Q3,4,Stayed,No,0.0,30,4652.0,,,4182
0278-YXOOG,1,Q3,3,Churned,Yes,1.0,66,2604.0,Attitude,Attitude of support person,1162
0280-XJGEX,1,Q3,1,Churned,Yes,1.0,89,5340.0,Competitor,Competitor had better devices,1147
0281-CNTZX,1,Q3,3,Stayed,No,0.0,74,5151.0,,,6283
0282-NVSJS,1,Q3,4,Stayed,No,0.0,75,3353.0,,,1051
0285-INHLN,1,Q3,3,Stayed,No,0.0,41,3519.0,,,3040
0289-IVARM,1,Q3,4,Stayed,No,0.0,34,3463.0,,,6233
0292-WEGCH,1,Q3,3,Stayed,No,0.0,45,6275.0,,,6011
0295-PPHDO,1,Q3,1,Churned,Yes,1.0,71,5962.0,Competitor,Competitor had better devices,2500
0295-QVKPB,1,Q3,4,Stayed,No,0.0,42,3099.0,,,3068
0297-RBCSG,1,Q3,4,Stayed,No,0.0,39,2051.0,,,3120
0298-XACET,1,Q3,4,Stayed,No,0.0,47,5396.0,,,6656
0301-FIDRB,1,Q3,4,Stayed,No,0.0,32,6107.0,,,4411
0301-KOBTQ,1,Q3,5,Stayed,No,0.0,20,3398.0,,,3225
0302-JOIVN,1,Q3,2,Churned,Yes,1.0,76,2750.0,Competitor,Competitor made better offer,2166
0303-UNCIP,1,Q3,4,Stayed,No,0.0,57,5043.0,,,2705
0303-WMMRN,1,Q3,3,Stayed,No,0.0,27,3056.0,,,5840
0305-SQECB,1,Q3,4,Stayed,No,0.0,67,4265.0,,,6815
0306-JAELE,1,Q3,1,Churned,Yes,1.0,66,4192.0,Competitor,Competitor made better offer,1233
0307-BCOPK,1,Q3,5,Stayed,No,0.0,60,4336.0,,,5264
0308-GIQJT,1,Q3,4,Stayed,No,0.0,54,4921.0,,,670
0308-IVGOK,1,Q3,5,Stayed,No,0.0,62,2133.0,,,2901
0310-MVLET,1,Q3,3,Churned,Yes,1.0,77,5612.0,Dissatisfaction,Service dissatisfaction,1710
0310-SUCIN,1,Q3,3,Stayed,No,0.0,28,5643.0,,,4079
0310-VQXAM,1,Q3,3,Stayed,No,0.0,63,2788.0,,,4974
0311-QYWSS,1,Q3,3,Stayed,No,0.0,60,3672.0,,,5519
0311-UNPFF,1,Q3,2,Churned,Yes,1.0,82,4910.0,Dissatisfaction,Service dissatisfaction,1823
0314-TKOSI,1,Q3,4,Stayed,No,0.0,42,5377.0,,,2721
0315-LVCRK,1,Q3,4,Stayed,No,0.0,60,4924.0,,,4528
0318-QUUOB,1,Q3,1,Churned,Yes,1.0,91,4273.0,Competitor,Competitor had better devices,2040
0318-ZOPWS,1,Q3,5,Stayed,No,0.0,37,5422.0,,,2589
0319-QZTCO,1,Q3,3,Joined,No,0.0,52,3654.0,,,3329
0320-DWVTU,1,Q3,3,Stayed,No,0.0,23,4754.0,,,4121
0320-JDNQG,1,Q3,1,Churned,Yes,1.0,83,3425.0,Other,Don't know,1599
0322-CHQRU,1,Q3,1,Churned,Yes,1.0,81,3478.0,Competitor,Competitor had better devices,1289
0322-YINQP,1,Q3,1,Churned,Yes,1.0,77,5687.0,Attitude,Attitude of support person,1190
0323-XWWTN,1,Q3,5,Joined,No,0.0,77,4315.0,,,3097
0324-BRPCJ,1,Q3,1,Churned,Yes,1.0,70,4481.0,Competitor,Competitor offered more data,269
0325-XBFAC,1,Q3,1,Churned,Yes,1.0,94,5811.0,Competitor,Competitor offered more data,2051
0326-VDYXE,1,Q3,4,Stayed,No,0.0,35,4252.0,,,4767
0327-WFZSY,1,Q3,3,Stayed,No,0.0,64,5434.0,,,6562
0328-GRPMV,1,Q3,1,Churned,Yes,1.0,84,3706.0,Competitor,Competitor had better devices,2375
0329-GTIAJ,1,Q3,3,Churned,Yes,1.0,86,4330.0,Price,Price too high,2235
0330-BGYZE,1,Q3,5,Stayed,No,0.0,54,4968.0,,,4658
0330-IVZHA,1,Q3,2,Churned,Yes,1.0,81,2969.0,Attitude,Attitude of service provider,1450
0334-GDDSO,1,Q3,1,Churned,Yes,1.0,73,2818.0,Competitor,Competitor made better offer,28
0334-ZFJSR,1,Q3,4,Stayed,No,0.0,68,5501.0,,,5961
0336-KXKFK,1,Q3,3,Stayed,No,0.0,38,4085.0,,,6185
0336-PIKEI,1,Q3,4,Stayed,No,0.0,58,5590.0,,,691
0337-CNPZE,1,Q3,2,Churned,Yes,1.0,85,5383.0,Price,Price too high,1796
0343-QLUZP,1,Q3,3,Stayed,No,0.0,32,5544.0,,,3248
0345-HKJVM,1,Q3,1,Churned,Yes,1.0,91,5800.0,Other,Don't know,2175
0345-XMMUG,1,Q3,5,Stayed,No,0.0,45,5119.0,,,5557
0347-UBKUZ,1,Q3,4,Stayed,No,0.0,29,3366.0,,,3142
0348-SDKOL,1,Q3,2,Churned,Yes,1.0,96,4415.0,Competitor,Competitor made better offer,1536
0354-VXMJC,1,Q3,5,Stayed,No,0.0,35,4617.0,,,3611
0354-WYROK,1,Q3,2,Churned,Yes,1.0,91,4050.0,Other,Don't know,164
0356-ERHVT,1,Q3,5,Stayed,No,0.0,41,3880.0,,,6415
0356-OBMAC,1,Q3,3,Stayed,No,0.0,45,5840.0,,,536
0357-NVCRI,1,Q3,5,Stayed,No,0.0,24,2192.0,,,6974
0361-HJRDX,1,Q3,3,Stayed,No,0.0,40,4146.0,,,5871
0362-RAOQO,1,Q3,4,Stayed,No,0.0,75,3878.0,,,3978
0362-ZBZWJ,1,Q3,1,Churned,Yes,1.0,69,2455.0,Attitude,Attitude of service provider,2069
0363-QJVFX,1,Q3,1,Churned,Yes,1.0,69,2541.0,Attitude,Attitude of service provider,2276
0363-SVHYR,1,Q3,4,Stayed,No,0.0,60,6452.0,,,5815
0365-BZUWY,1,Q3,5,Stayed,No,0.0,75,3803.0,,,5024
0365-GXEZS,1,Q3,5,Stayed,No,0.0,79,2831.0,,,5414
0365-TRTPY,1,Q3,3,Stayed,No,0.0,44,5135.0,,,5887
0366-NQSHS,1,Q3,3,Joined,No,0.0,52,5863.0,,,5628
0369-ZGOVK,1,Q3,3,Stayed,No,0.0,54,5195.0,,,4748
0373-AIVNJ,1,Q3,3,Stayed,No,0.0,67,3755.0,,,5599
0374-AACSZ,1,Q3,3,Joined,No,0.0,30,4421.0,,,5154
0374-FIUCA,1,Q3,3,Stayed,No,0.0,80,5368.0,,,2922
0374-IOEGQ,1,Q3,4,Joined,No,0.0,74,3122.0,,,6261
0375-HVGXO,1,Q3,3,Churned,Yes,1.0,81,4476.0,Other,Don't know,1479
0376-OIWME,1,Q3,4,Stayed,No,0.0,53,2701.0,,,7012
0376-YMCJC,1,Q3,2,Churned,Yes,1.0,82,4359.0,Competitor,Competitor offered higher download speeds,1350
0377-JBKKT,1,Q3,3,Stayed,No,0.0,41,5036.0,,,5366
0378-CJKPV,1,Q3,4,Stayed,No,0.0,62,4272.0,,,4814
0378-NHQXU,1,Q3,2,Churned,Yes,1.0,68,4041.0,Other,Deceased,2297
0378-TOVMS,1,Q3,1,Churned,Yes,1.0,89,5641.0,Competitor,Competitor had better devices,2038
0378-XSZPU,1,Q3,2,Churned,Yes,1.0,88,4026.0,Dissatisfaction,Network reliability,2008
0379-DJQHR,1,Q3,3,Stayed,No,0.0,51,4219.0,,,3118
0380-NEAVX,1,Q3,5,Stayed,No,0.0,71,5626.0,,,684
0380-ZCSBI,1,Q3,5,Stayed,No,0.0,66,2411.0,,,4192
0383-CLDDA,1,Q3,3,Stayed,No,0.0,37,6499.0,,,6307
0384-LPITE,1,Q3,3,Stayed,No,0.0,34,2290.0,,,4696
0384-RVBPI,1,Q3,3,Stayed,No,0.0,80,2120.0,,,3325
0386-CWRGM,1,Q3,4,Stayed,No,0.0,47,2320.0,,,3632
0388-EOPEX,1,Q3,1,Churned,Yes,1.0,77,4263.0,Attitude,Attitude of support person,1238
0390-DCFDQ,1,Q3,2,Churned,Yes,1.0,76,3964.0,Other,Don't know,7
0392-BZIUW,1,Q3,3,Stayed,No,0.0,70,5678.0,,,3078
0394-YONDK,1,Q3,3,Stayed,No,0.0,39,5114.0,,,5929
0396-HUJBP,1,Q3,3,Joined,No,0.0,43,3009.0,,,4715
0396-UKGAI,1,Q3,4,Stayed,No,0.0,65,4028.0,,,4873
0396-YCHWO,1,Q3,3,Stayed,No,0.0,44,5111.0,,,4541
0397-GZBBC,1,Q3,2,Churned,Yes,1.0,85,5390.0,Price,Price too high,155
0397-ZXWQF,1,Q3,5,Stayed,No,0.0,45,4416.0,,,4457
0401-WDBXM,1,Q3,3,Stayed,No,0.0,62,4331.0,,,6423
0402-CQAJN,1,Q3,3,Churned,Yes,1.0,83,4437.0,Dissatisfaction,Lack of self-service on Website,2498
0402-OAMEN,1,Q3,3,Stayed,No,0.0,64,5335.0,,,6269
0404-AHASP,1,Q3,3,Stayed,No,0.0,36,6436.0,,,3634
0404-SWRVG,1,Q3,1,Churned,Yes,1.0,76,4415.0,Dissatisfaction,Product dissatisfaction,1166
0406-BPDVR,1,Q3,2,Churned,Yes,1.0,68,6405.0,Price,Lack of affordable download/upload speed,265
0407-BDJKB,1,Q3,2,Churned,Yes,1.0,88,4129.0,Dissatisfaction,Service dissatisfaction,1647
0409-WTMPL,1,Q3,3,Stayed,No,0.0,55,4761.0,,,3667
0410-IPFTY,1,Q3,3,Stayed,No,0.0,56,4283.0,,,4774
0411-EZJZE,1,Q3,4,Joined,No,0.0,31,4830.0,,,3272
0412-UCCNP,1,Q3,3,Stayed,No,0.0,33,5162.0,,,4951
0415-MOSGF,1,Q3,2,Churned,Yes,1.0,76,3204.0,Attitude,Attitude of support person,1685
0419-YAAPX,1,Q3,4,Stayed,No,0.0,71,4696.0,,,6674
0420-BWTPW,1,Q3,2,Churned,Yes,1.0,78,5578.0,Attitude,Attitude of support person,1527
0420-HLGXF,1,Q3,3,Stayed,No,0.0,58,3860.0,,,844
0420-TXVSG,1,Q3,3,Stayed,No,0.0,73,5933.0,,,5383
0422-OHQHQ,1,Q3,5,Stayed,No,0.0,22,3009.0,,,3080
0422-UXFAP,1,Q3,5,Stayed,No,0.0,43,6034.0,,,6999
0423-UDIJQ,1,Q3,4,Stayed,No,0.0,22,2145.0,,,898
0426-TIRNE,1,Q3,3,Churned,Yes,1.0,90,5527.0,Dissatisfaction,Limited range of services,1831
0428-AXXLJ,1,Q3,4,Stayed,No,0.0,36,4761.0,,,4756
0428-IKYCP,1,Q3,4,Stayed,No,0.0,49,5233.0,,,4390
0430-IHCDJ,1,Q3,3,Stayed,No,0.0,25,2597.0,,,4958
0431-APWVY,1,Q3,3,Churned,Yes,1.0,91,5958.0,Other,Poor expertise of online support,1681
0432-CAJZV,1,Q3,4,Joined,No,0.0,69,3953.0,,,5099
0434-CSFON,1,Q3,3,Stayed,No,0.0,70,4488.0,,,2571
0436-TWFFZ,1,Q3,4,Stayed,No,0.0,61,6322.0,,,4768
0439-IFYUN,1,Q3,4,Stayed,No,0.0,62,3896.0,,,1073
0440-EKDCF,1,Q3,5,Stayed,No,0.0,80,4404.0,,,5713
0440-MOGPM,1,Q3,3,Stayed,No,0.0,29,4176.0,,,6392
0440-QEXBZ,1,Q3,3,Stayed,No,0.0,42,5790.0,,,5146
0440-UEDAI,1,Q3,4,Stayed,No,0.0,64,5452.0,,,5665
0442-TDYUO,1,Q3,3,Stayed,No,0.0,28,2964.0,,,6377
0442-ZXKVS,1,Q3,3,Stayed,No,0.0,45,4337.0,,,893
0447-BEMNG,1,Q3,1,Churned,Yes,1.0,65,4926.0,Price,Price too high,1235
0447-RXSGD,1,Q3,3,Stayed,No,0.0,47,5207.0,,,4150
0454-OKRCT,1,Q3,4,Stayed,No,0.0,80,5542.0,,,3137
0455-ENTCR,1,Q3,4,Stayed,No,0.0,38,5012.0,,,3301
0455-XFASS,1,Q3,3,Joined,No,0.0,59,5998.0,,,3224
0458-HEUZG,1,Q3,3,Stayed,No,0.0,69,3239.0,,,6539
0459-SPZHJ,1,Q3,4,Stayed,No,0.0,75,4652.0,,,2916
0461-CVKMU,1,Q3,1,Churned,Yes,1.0,80,5737.0,Attitude,Attitude of support person,1780
0463-TXOAK,1,Q3,3,Stayed,No,0.0,76,5662.0,,,5561
0463-WZZKO,1,Q3,5,Joined,No,0.0,30,2406.0,,,3736
0463-ZSDNT,1,Q3,5,Stayed,No,0.0,70,2037.0,,,6976
0464-WJTKO,1,Q3,5,Stayed,No,0.0,30,4598.0,,,4646
0468-YRPXN,1,Q3,5,Stayed,No,0.0,42,4580.0,,,4760
0471-ARVMX,1,Q3,3,Stayed,No,0.0,68,5061.0,,,901
0471-LVHGK,1,Q3,2,Churned,Yes,1.0,86,2041.0,Competitor,Competitor offered higher download speeds,1423
0475-RIJEP,1,Q3,1,Churned,Yes,1.0,91,5107.0,Price,Lack of affordable download/upload speed,2359
